None,Cocoon Women Red Sandals,http://www.myntra.com/Flats/Cocoon/Cocoon-Women-Red-Sandals/241579/buy,Rs. 990,shopping-offer7,Footwear under Rs. 999,Cocoon,http://myntra.myntassets.com/images/style/properties/Cocoon-Women-Red-Sandals_b78740520f66abeb22d34c1fcc92f3c3_images_1080_1440_mini.jpg,None,None,shopping,http://www.myntra.com/Flats/Cocoon/Cocoon-Women-Red-Sandals/241579/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['5', '6', '7', '8', '9', '10'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Effortless to slip on and off, this pair of sandals from Cocoon is a hot favourite. Wear yours with a kaftan or shorts on vacation.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Open toed, red sandals with slip-on styling<br/>Synthetic thong style upper with contrast stitch and button detail<br/>Soft footbed with branding at the heel<br/>Tough and textured outsole<br/>Warranty: 45 days against manufacturing defects</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Synthetic<br/>Wipe with a clean, dry cloth when needed<br/>Click <a href="http://www.myntra.com/synthetic-care">here</a> for the perfect care products for synthetic sandals</p></li></ul>,26:02:2014,None
None,Cocoon Women Green Sandals,http://www.myntra.com/Flats/Cocoon/Cocoon-Women-Green-Sandals/241571/buy,Rs. 890,shopping-offer7,Footwear under Rs. 999,Cocoon,http://myntra.myntassets.com/images/style/properties/Cocoon-Women-Green-Sandals_4bd71ac5b2b6ceb7774b2ecbec7459d0_images_1080_1440_mini.jpg,None,None,shopping,http://www.myntra.com/Flats/Cocoon/Cocoon-Women-Green-Sandals/241571/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['5', '6', '7', '8', '9', '10'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Effortless to slip on and off, this pair of sandals from Cocoon is a hot favourite. Wear yours with a kaftan or shorts in the city or on vacation.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Open toed, green sandals with slip-on styling<br/>Synthetic thong style upper, textured, has cut-out detail, woven and bow detail on the midfoot strap<br/>Soft and textured footbed with branding at the heel<br/>Tough and textured outsole<br/>Warranty: 45 days against manufacturing defects</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Synthetic<br/>Wipe with a clean, dry cloth when needed<br/>Click <a href="http://www.myntra.com/synthetic-care">here</a> for the perfect care products for synthetic sandals</p></li></ul>,26:02:2014,None
None,Cocoon Women Brown Sandals,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Brown-Sandals/241591/buy,Rs. 790,shopping-offer7,Footwear under Rs. 999,Cocoon,http://myntra.myntassets.com/images/style/properties/Cocoon-Women-Brown-Sandals_305d7ed5aad91c898d8f774e963b9482_images_1080_1440_mini.jpg,None,None,shopping,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Brown-Sandals/241591/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['5', '6', '7', '8', '9', '10'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>If you prefer a pair of sandals that is the epitome of feminine elegance, then this pair from Cocoon is just the right thing for you. This chic and sophisticated pair will instantly spruce up any outfit.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Open toed, brown sandals with slip-on styling<br/>Has a forefoot strap with woven detail, and an ankle loop with an elasticated strap<br/>Cushioned, cork textured footbed with branding at the heel<br/>Tough outsole with texturing at the forefoot and a chunky heel<br/>Warranty: 45 days against manufacturing defects</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Synthetic leather<br/>Wipe with a clean, dry cloth when needed<br/>Click <a href="http://www.myntra.com/synthetic-care">here</a> for the perfect care products for synthetic sandals</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Heel height: 1.5"</p></li></ul>,26:02:2014,None
None,Cocoon Women Brown Sandals,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Brown-Sandals/155172/buy,Rs. 890,shopping-offer7,Footwear under Rs. 999,Cocoon,http://myntra.myntassets.com/images/style/properties/Cocoon-Women-Brown-Slip-Ons_a6b2027d145f3619c2f7f44f68ec2a8a_images_1080_1440_mini.jpg,None,None,shopping,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Brown-Sandals/155172/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['3', '4', '5', '6', '7', '8'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Time to give your shoe closet a season makeover with these chic sandals  from Cocoon. Guaranteed to impress, this pair can be teamed with a pretty dress  for a lunch date.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Open toed, brown sandals and slip-on styling<br/>Has a broad forefoot strap embellished with beads<br/>Cushioned footbed with branding at the heel<br/>Tough and textured outsole with wedge heel<br/>Warranty: 45 days against manufacturing defects</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Synthetic<br/>Wipe with a clean, dry cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Heel height: 1.5"</p></li></ul>,26:02:2014,None
None,Cocoon Women Black Sandals,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Black-Sandals/241580/buy,Rs. 990,shopping-offer7,Footwear under Rs. 999,Cocoon,http://myntra.myntassets.com/images/style/properties/Cocoon-Women-Black-Sandals_f97410a5a9c71bd03de46cb56eb4903b_images_1080_1440_mini.jpg,None,None,shopping,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Black-Sandals/241580/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['5', '6', '7', '8', '9', '10'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>If you prefer a pair of sandals that is the epitome of feminine elegance, then this pair of sandals from Cocoon is just the right thing for you. This chic and sophisticated piece will instantly spruce up any outfit.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Open toed, black sandals with slip-on styling<br/>Has multiple inter-connected straps at the forefoot<br/>Cushioned footbed with branding at the heel<br/>Tough outsole with kitten heel that has a plastic heel cap<br/>Warranty: 45 days against manufacturing defects</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Synthetic<br/>Wipe with a clean, dry cloth when needed<br/>Click <a href="http://www.myntra.com/synthetic-care">here</a> for the perfect care products for synthetic sandals</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Heel height: 2.2"</p></li></ul>,26:02:2014,None
None,Cocoon Women Black Sandals,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Black-Sandals/219908/buy,Rs. 890,shopping-offer7,Footwear under Rs. 999,Cocoon,http://myntra.myntassets.com/images/style/properties/Cocoon-Women-Black-Sandals_daed1973b9fa977065de9f30305650d5_images_1080_1440_mini.jpg,None,None,shopping,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Black-Sandals/219908/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['5', '6', '7', '8', '9', '10'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Walk in comfort and style with these sandals from Cocoon. Smart and chic, they will keep your feet happy and happening.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Open toed, black sandals with mid top and slip-on styling<br/>Synthetic leather upper, criss-cross straps forming a toe separator at the forefoot, has striped, elasticated criss-cross straps at the midfoot that are attached to the heel collar<br/>Soft and cushioned footbed with branding at the heel<br/>Tough and textured outsole with chunky heel<br/>Warranty: 45 days against manufacturing defects</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Synthetic leather<br/>Wipe with a clean, dry cloth when needed<br/>Click <a href="http://www.myntra.com/synthetic-care">here</a> for the perfect care products for synthetic shoes</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Heel height: 2"</p></li></ul>,26:02:2014,None
None,Cocoon Women Off-White & grey Printed Sandals,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Off-White-&-grey-Printed-Sandals/155181/buy,Rs. 990,shopping-offer7,Footwear under Rs. 999,Cocoon,http://myntra.myntassets.com/images/style/properties/Cocoon-Women-Heels_4362c61c2df6ae46598738f223b149c7_images_1080_1440_mini.jpg,None,None,shopping,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Off-White-&-grey-Printed-Sandals/155181/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['3', '4', '5', '6', '7', '8'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Time to give your shoe closet a season makeover with these chic sandals from Cocoon. Guaranteed to impress, team this pair with a pretty dress for a lunch date.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Open toed, off-white and grey sandals with slip-on styling<br/>Padded thong style upper with printed patterns<br/>Cushioned footbed with branding at the heel<br/>Tough and textured outsole upraised at the heel<br/>Warranty: 45 days against manufacturing defects</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Synthetic<br/>Wipe with a clean, dry cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Heel height: 1"</p></li></ul>,26:02:2014,None
None,Cocoon Women Black Sandals,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Black-Sandals/155171/buy,Rs. 890,shopping-offer7,Footwear under Rs. 999,Cocoon,http://myntra.myntassets.com/images/style/properties/Cocoon-Women-Heels_019b83ef1ec0a27da36ad07a70faf3e9_images_1080_1440_mini.jpg,None,None,shopping,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Black-Sandals/155171/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['3', '4', '5', '6', '7', '8'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Time to give your shoe closet a season makeover with these chic sandals from Cocoon. Guaranteed to impress, team this pair with a pretty dress for a lunch date.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Open toed, black sandals and slip-on styling<br/>Has a broad forefoot strap embellished with beads<br/>Cushioned footbed with branding at the heel<br/>Tough and textured outsole with wedge heel<br/>Warranty: 45 days against manufacturing defects</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Synthetic<br/>Wipe with a clean, dry cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Heel height: 1.5"</p></li></ul>,26:02:2014,None
None,Cocoon Women Black Sandals,http://www.myntra.com/Flats/Cocoon/Cocoon-Women-Black-Sandals/241577/buy,Rs. 990,shopping-offer7,Footwear under Rs. 999,Cocoon,http://myntra.myntassets.com/images/style/properties/Cocoon-Women-Black-Sandals_421dc1f961e87a416a665378e17a5c38_images_1080_1440_mini.jpg,None,None,shopping,http://www.myntra.com/Flats/Cocoon/Cocoon-Women-Black-Sandals/241577/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['5', '6', '7', '8', '9', '10'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Effortless to slip on and off, this pair of sandals from Cocoon is a hot favourite. Wear yours with a kaftan on a vacation.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Open toed, black sandals with slip-on styling<br/>Synthetic thong style upper with contrast stitch and button detail<br/>Soft footbed with branding at the heel<br/>Tough and textured outsole<br/>Warranty: 45 days against manufacturing defects</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Synthetic<br/>Wipe with a clean, dry cloth when needed<br/>Click <a href="http://www.myntra.com/synthetic-care">here</a> for the perfect care products for synthetic sandals</p></li></ul>,26:02:2014,None
None,Cocoon Women Maroon Sandals,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Maroon-Sandals/219909/buy,Rs. 890,shopping-offer7,Footwear under Rs. 999,Cocoon,http://myntra.myntassets.com/images/style/properties/Cocoon-Women-Maroon-Sandals_174df63e445cafbcccf54d3cb9e59d06_images_1080_1440_mini.jpg,None,None,shopping,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Maroon-Sandals/219909/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['5', '6', '7', '8', '9', '10'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Walk in comfort and style with these sandals from Cocoon. Smart and chic, they will keep your feet happy and happening.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Open toed, maroon sandals with mid top and slip-on styling<br/>Synthetic leather upper, criss-cross straps forming a toe holder at the forefoot, has striped, elasticated criss-cross straps at the midfoot that are attached to the heel collar<br/>Soft and cushioned footbed with branding at the heel<br/>Tough and textured outsole with chunky heel<br/>Warranty: 45 days against manufacturing defects</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Synthetic leather<br/>Wipe with a clean, dry cloth when needed<br/>Click <a href="http://www.myntra.com/synthetic-care">here</a> for the perfect care products for synthetic shoes</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Heel height: 2"</p></li></ul>,26:02:2014,None
None,Cocoon Women Brown Sandals,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Brown-Sandals/241581/buy,Rs. 990,shopping-offer7,Footwear under Rs. 999,Cocoon,http://myntra.myntassets.com/images/style/properties/Cocoon-Women-Brown-Sandals_a43fff341d624f4f0c8656bf507041b9_images_1080_1440_mini.jpg,None,None,shopping,http://www.myntra.com/Heels/Cocoon/Cocoon-Women-Brown-Sandals/241581/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['5', '6', '7', '8', '9', '10'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Walk in comfort and style with these sandals from Cocoon. Smart and chic, they will keep your feet happy and happening.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Open toed, brown sandals with slip-on styling<br/>Synthetic upper, has interconnected straps at the forefoot<br/>Cushioned footbed with branding at the heel<br/>Tough outsole with kitten heel that has a plastic heel cap<br/>Warranty: 45 days against manufacturing defects</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Synthetic<br/>Wipe with a clean, dry cloth when needed<br/>Click <a href="http://www.myntra.com/synthetic-care">here</a> for the perfect care products for synthetic shoes</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Heel height: 2.2"</p></li></ul>,26:02:2014,None
None,Cocoon Women Green Sandals,http://www.myntra.com/Flats/Cocoon/Cocoon-Women-Green-Sandals/241578/buy,Rs. 990,shopping-offer7,Footwear under Rs. 999,Cocoon,http://myntra.myntassets.com/images/style/properties/Cocoon-Women-Green-Sandals_dcb14e2dd65f326a052a3901278f1467_images_1080_1440.jpg,None,None,shopping,http://www.myntra.com/Flats/Cocoon/Cocoon-Women-Green-Sandals/241578/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['5', '6', '7', '8', '9', '10'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Effortless to slip on and off, this pair of sandals from Cocoon is a hot favourite. Wear yours with a kaftan or shorts on a vacation.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Open toed, green sandals with slip-on styling<br/>Synthetic thong style upper with contrast stitch and button detail<br/>Soft footbed with branding at the heel<br/>Tough and textured outsole<br/>Warranty: 45 days against manufacturing defects</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Synthetic<br/>Wipe with a clean, dry cloth when needed<br/>Click <a href="http://www.myntra.com/synthetic-care">here</a> for the perfect care products for synthetic sandals</p></li></ul>,26:02:2014,None
