http://www.myntra.com/fashion-sale?nav_id=1080&src=tn,/fashion-sale,Extra 32% Off on 30,000+ styles,http://www.myntra.com/little-miss?src=lnb,Little Miss [1]
,http://www.myntra.com/tshirts/little-miss/little-miss-women-printed-blue-t-shirt/9834/buy
