None,Nike Boys Black Shorts,http://www.myntra.com/Shorts/Nike/Nike-Boys-Black-Shorts/233738/buy,Rs. 895,boys-jeans-shorts-trousers,Jeans,Nike,http://myntra.myntassets.com/images/style/properties/Nike-Boys-Black-Shorts_1e94c162326a64c3149139a49b32bda9_images_1080_1440_mini.jpg,None,None,boys,http://www.myntra.com/Shorts/Nike/Nike-Boys-Black-Shorts/233738/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['5-6Y', '7-8Y', '9-10Y', '11-12Y'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This pair of shorts from Nike is a must-have for every boy interested in sports. Let your little boy team it with a tee and trainers for a day out in the field.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Black shorts, elasticated waistband with inner drawstring fastening, grey-striped panels on the sides, embroidered branding near the left front hem<br/>Warranty: 6 months against manufacturing defects (not valid on products with more than 20% discount)</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Polyester<br/>Machine wash cold</p></li></ul>,26:02:2014,None
None,Nike Boys Black Shorts,http://www.myntra.com/Shorts/Nike/Nike-Boys-Black-Shorts/222173/buy,Rs. 1,295,boys-jeans-shorts-trousers,Jeans,Nike,http://myntra.myntassets.com/images/style/properties/Nike-Men-Black-Shorts_4295740fd7d5e1252896d5699b45c680_images_1080_1440_mini.jpg,None,None,boys,http://www.myntra.com/Shorts/Nike/Nike-Boys-Black-Shorts/222173/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['5-6Y', '7-8Y', '9-10Y', '11-12Y'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This pair of shorts from Nike is a must-have for every little boy, who is interested in sports. Let your little boy team it with a tee and trainers for a day on the field.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Black woven shorts, made with Dri-FIT and stay cool technologies, has an elasticated waistband with inner drawstring fastening, contrast panelling and netted at the sides, branding towards hem on left, zipped pocket at the back, vented hems, comes with an innerwear<br/><span style="font-size: 13px; font-family: arial, sans, sans-serif;">Warranty: 6 months against manufacturing defects (not valid on products with more than 20% discount)</span> </p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Body: 86% polyester, 14% Spandex<br/>Side panels: 90% polyester<br/>Lining: 10% Spandex, 100% recycled polyester<br/>Machine wash cold</p></li></ul>,26:02:2014,None
None,Nike Boys Fluorescent Green Epic Shorts,http://www.myntra.com/Shorts/Nike/Nike-Boys-Fluorescent-Green-Epic-Shorts/233740/buy,Rs. 895,boys-jeans-shorts-trousers,Jeans,Nike,http://myntra.myntassets.com/images/style/properties/Nike-Boys-Fluorescent-Green-Epic-Shorts_db3065d545fa8db8f236b4039b1a4e12_images_1080_1440_mini.jpg,None,None,boys,http://www.myntra.com/Shorts/Nike/Nike-Boys-Fluorescent-Green-Epic-Shorts/233740/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['5-6Y', '7-8Y', '9-10Y', '11-12Y'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This pair of shorts from Nike is an absolute must-have for every little boy who is a sports enthusiast. The comfortable fit, Dri-FIT, Stay Cool technology and trendy styling, ensures that your little boy will be at the top of his game on the field.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Fluorescent green knit shorts, engineered with Dri-Fit and Stay Cool technologies, UV protective, elasticated waist with inner drawstrings, striped panels at the side, has Nike "swoosh" above left leg hem<br/>Warranty: 6 months against manufacturing defects (not valid on products with more than 20% discount)</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% polyester<br/>Machine wash cold</p></li></ul>,26:02:2014,None
