None,Cabarelli Unisex Purple Backpack,http://www.myntra.com/Backpacks/CABARELLI/Cabarelli-Unisex-Purple-Backpack/107727/buy,Rs. 1,280,fashion-sale,Extra 32% Off on 30,CABARELLI,http://myntra.myntassets.com/images/style/properties/CABARELLI-Unisex-Purple-Backpack_4774ef162bed39c16bf6273b0486d847_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Backpacks/CABARELLI/Cabarelli-Unisex-Purple-Backpack/107727/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description">Cabarelli backpacks represent the perfect blend of style, practical design and durability. This backpack is crafted to incorporate space to carry all your essentials while you stay hassle free. The padded shoulder straps at the back provide comfort while you carry it on your shoulders.</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text">Purple backpack with two small zipped pockets at front with panelled and metal detailing<br/>A tab with a metal loop at front<br/>3 zipped compartments, one has a laptop sleeve with a buckle closure<br/>A mesh stash pocket at the side with an elasticated mouth<br/>Soft padded shoulder straps that are adjustable<br/>A broad padded and a small haul loop at top<br/>Warranty: 6 months against manufacturing defects<br/></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Nylon<br/>Wipe with a dry cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 39 cm<br/>Width: 37 cm<br/>Depth: 10 cm<br/>Laptop sleeve dimension: 33 cm x 27 cm (13 inch x 10.5 inch)</p></li></ul>,26:02:2014,None
None,Cabarelli Unisex Brown Bag,http://www.myntra.com/Backpacks/CABARELLI/Cabarelli-Unisex-Brown-Bag/93622/buy,Rs. 2,025,fashion-sale,Extra 32% Off on 30,CABARELLI,http://myntra.myntassets.com/images/style/properties/Cabarelli-Unisex-Brown-Bag_a3da3859a4a47d78d399cf3d0aee4f4e_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Backpacks/CABARELLI/Cabarelli-Unisex-Brown-Bag/93622/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>If you are looking for a functional yet stylish backpack then Cabarelli is the answer to your prayers. The bulky backpack is given a sleek compact look with smart designs. And the multiple compartments prove to be a boon to help organise better.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text">Brown backpack with yellow accents, branding on the upper<br/>One haul hoop, padded adjustable shoulder straps and one waist strap with click clack closure for added support, has a padded back<br/>One main zipped compartment with a padded laptop compartment inside<br/>Three zipped pockets in the front, one of them has a zipped pocket and an organizer sleeve inside<br/>Stash mesh pockets at either side<br/>Leg at base<br/></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Blended<br/> Wipe surface with a clean, dry cloth to remove dust</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 43 cm<br/> Width: 30 cm<br/> Depth: 16 cm</p></li></ul>,26:02:2014,None
None,Cabarelli Men Accessory Gift Set,http://www.myntra.com/Accessory-Gift-Set/CABARELLI/Cabarelli-Men-Accessory-Gift-Set/31191/buy,Rs. 1,350,fashion-sale,Extra 32% Off on 30,CABARELLI,http://myntra.myntassets.com/images/style/properties/2da99874f85d29fcd6372ddb82ff3661_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Accessory-Gift-Set/CABARELLI/Cabarelli-Men-Accessory-Gift-Set/31191/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p><strong>Gift set - Wallet and Handkerchief </strong><br/> Wondering what to give that special someone as a gift?  Your search is over with this classy combination!<br/> Sleek <a href="/cabarelli">cabarelli</a> wallet crafted from pure leather, slim enough to slip inside your jacket or hip pocket without spoiling the silhouette of your ensemble. Adds a quirky yet classy aesthetic into your sartorial choice for the day, when you snap this wallet out. <br/> Comes with a handkerchief<br/> <br/> <strong>Wallet</strong><br/> <strong>Dimensions:</strong> 10 cm x 12 cm<br/> <br/> Textured leather upper<br/> Two-fold wallet with a vertical flap<br/> Two main compartments<br/> Three card holders on the left fold and one buttonable coin pouch on the right<br/> One slip pocket on either side of the fold<br/> Three card holders and two <a href="/id">id</a> holders on the flap<br/> <br/> <strong>Handkerchief</strong><br/> <strong>Dimensions:</strong> 42 cm x 42 cm<br/> <br/> White cotton kerchief with coloured stripes at the edges (stripe colour may differ from that in photograph)<br/> <br/> <strong>Care</strong><br/> Wipe wallet with clean dry cloth to remove dust<br/> Do not store in sunlight</p></li></ul>,26:02:2014,None
None,Cabarelli Men Accessory Gift Set,http://www.myntra.com/Accessory-Gift-Set/CABARELLI/Cabarelli-Men-Accessory-Gift-Set/31184/buy,Rs. 1,225,fashion-sale,Extra 32% Off on 30,CABARELLI,http://myntra.myntassets.com/images/style/properties/8dbe6b7b10ac82a0693ab5997cbf6571_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Accessory-Gift-Set/CABARELLI/Cabarelli-Men-Accessory-Gift-Set/31184/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p><strong>Gift set - Wallet and Handkerchief </strong><br/> Wondering what to give that special someone as a gift?  Your search is over with this classy combination!<br/> Sleek <a href="/cabarelli">cabarelli</a> wallet crafted from pure leather, slim enough to slip inside your jacket or hip pocket without spoiling the silhouette of your ensemble. Adds a quirky yet classy aesthetic into your sartorial choice for the day, when you snap this wallet out. <br/> Comes with a handkerchief<br/> <br/> <strong>Wallet</strong><br/> <strong>Dimensions:</strong> 8.5 cm x 12 cm<br/> <br/> Smooth leather upper<br/> Two-fold wallet with a flap<br/> Two main compartments<br/> Three card holders on the left fold and a buttonable coin pouch on the right<br/> One slip pocket on either side of the fold<br/> Two <a href="/id">id</a> holders on the flap<br/> <br/> <strong>Handkerchief</strong><br/> <strong>Dimensions:</strong> 42 cm x 42 cm<br/> <br/> White cotton kerchief with coloured stripes at the edges (stripe colour may differ from that in photograph)<br/> <br/> <strong>Care</strong><br/> Wipe wallet with clean dry cloth to remove dust<br/> Do not store in sunlight</p></li></ul>,26:02:2014,None
None,Cabarelli Men Accessory Gift Set,http://www.myntra.com/Accessory-Gift-Set/CABARELLI/Cabarelli-Men-Accessory-Gift-Set/31193/buy,Rs. 1,350,fashion-sale,Extra 32% Off on 30,CABARELLI,http://myntra.myntassets.com/images/style/properties/452e3e48458da8603a04045606a2a138_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Accessory-Gift-Set/CABARELLI/Cabarelli-Men-Accessory-Gift-Set/31193/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p><strong>Gift set - Wallet and Handkerchief </strong><br/> Wondering what to give that special someone as a gift?  Your search is over with this classy combination!<br/> Sleek <a href="/cabarelli">cabarelli</a> wallet crafted from pure leather, slim enough to slip inside your jacket or hip pocket without spoiling the silhouette of your ensemble. Adds a quirky yet classy aesthetic into your sartorial choice for the day, when you snap this wallet out. <br/> Comes with a handkerchief<br/> <br/> <strong>Wallet</strong><br/> <strong>Dimensions:</strong> 10.5 cm x 12 cm<br/> <br/> Textured leather upper<br/> Two-fold wallet with a vertical flap<br/> Two main compartments<br/> Three card holders on the left fold and one buttonable coin pouch on the right<br/> One slip pocket on either side of the fold<br/> Two <a href="/id">id</a> holders and one <a href="/card-holder">card holder</a> on the flap<br/> <br/> <strong>Handkerchief</strong><br/> <strong>Dimensions:</strong> 42 cm x 42 cm<br/> <br/> White cotton kerchief with coloured stripes at the edges (stripe colour may differ from that in photograph)<br/> <br/> <strong>Care</strong><br/> Wipe wallet with clean dry cloth to remove dust<br/> Do not store in sunlight</p></li></ul>,26:02:2014,None
None,Cabarelli Men Accessory Gift Set,http://www.myntra.com/Accessory-Gift-Set/CABARELLI/Cabarelli-Men-Accessory-Gift-Set/31192/buy,Rs. 1,350,fashion-sale,Extra 32% Off on 30,CABARELLI,http://myntra.myntassets.com/images/style/properties/9c007719597568af9d54e4db9b4d4b06_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Accessory-Gift-Set/CABARELLI/Cabarelli-Men-Accessory-Gift-Set/31192/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><strong>Gift set - Wallet and Handkerchief </strong><br/> Wondering what to give that special someone as a gift?  Your search is over with this classy and sleek <a href="http://x5.myntra.com/cabarelli">cabarelli</a> wallet crafted from pure leather. Slim enough to slip inside your jacket or hip pocket without spoiling the silhouette of your ensemble, this wallet adds a quirky yet classy aesthetic into your sartorial choice for the day.</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Textured leather upper<br/> Two-fold wallet <br/> Two main compartments<br/> Six card holders on the left fold and a coin pouch with a buttoned closure on the right<br/> One slip pocket on either side of the fold<br/>Comes with a white cotton handkerchief that has coloured stripes at the edges (stripe colour may differ from that in photograph)<br/> <br/> <br/></p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text ">Wipe wallet with clean dry cloth to remove dust</li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><strong>Wallet</strong><strong> Dimensions:</strong> 12 cm x 10 cm<br/><strong>Handkerchief</strong><strong> Dimensions:</strong> 42 cm x 42 cm<br/> <br/></li></ul>,26:02:2014,None
None,Cabarelli Men Accessory Gift Set,http://www.myntra.com/Accessory-Gift-Set/CABARELLI/Cabarelli-Men-Accessory-Gift-Set/31190/buy,Rs. 1,350,fashion-sale,Extra 32% Off on 30,CABARELLI,http://myntra.myntassets.com/images/style/properties/29671d4c8208360ccb49b0988555bd83_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Accessory-Gift-Set/CABARELLI/Cabarelli-Men-Accessory-Gift-Set/31190/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p><strong>Gift set - Wallet and Handkerchief </strong><br/> Wondering what to give that special someone as a gift?  Your search is over with this classy combination!<br/> Sleek <a href="/cabarelli">cabarelli</a> wallet crafted from pure leather, slim enough to slip inside your jacket or hip pocket without spoiling the silhouette of your ensemble. Adds a quirky yet classy aesthetic into your sartorial choice for the day, when you snap this wallet out. <br/> Comes with a handkerchief<br/> <br/> <strong>Wallet</strong><br/> <strong>Dimensions:</strong> 12 cm x 10 cm<br/> <br/> Textured leather upper<br/> Two-fold wallet with a flap<br/> Two main compartments<br/> Three card holders on the left fold and a buttonable coin pouch on the right<br/> One slip pocket on either side of the fold<br/> Two <a href="/id">id</a> holders on the flap<br/> <br/> <strong>Handkerchief</strong><br/> <strong>Dimensions:</strong> 42 cm x 42 cm<br/> <br/> White cotton kerchief with coloured stripes at the edges (stripe colour may differ from that in photograph)<br/> <br/> <strong>Care</strong><br/> Wipe wallet with clean dry cloth to remove dust<br/> Do not store in sunlight</p></li></ul>,26:02:2014,None
None,Cabarelli Men Accessory Gift Set,http://www.myntra.com/Accessory-Gift-Set/CABARELLI/Cabarelli-Men-Accessory-Gift-Set/31187/buy,Rs. 1,225,fashion-sale,Extra 32% Off on 30,CABARELLI,http://myntra.myntassets.com/images/style/properties/Cabarelli-Men-Accessory-Gift-Set_89274f2800d9e60be3b3d1fed262d14a_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Accessory-Gift-Set/CABARELLI/Cabarelli-Men-Accessory-Gift-Set/31187/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p><strong>Style Note</strong><br/>Gift set of Wallet and Handkerchief<br/>Wondering what to give that special someone as a gift? Your search is over with this classy combination!<br/>Sleek <a href="../cabarelli">cabarelli</a> wallet crafted from pure leather, slim enough to slip inside your jacket or hip pocket without spoiling the silhouette of your ensemble. Adds a quirky yet classy aesthetic into your sartorial choice for the day, when you snap this wallet out.<br/>Comes with a handkerchief<br/><br/><strong>Product Details</strong><br/>Black leather two-fold wallet with a flap in the centre<br/>Has two main compartments, five card slots, two insert pockets, one zippered pocket and two <a href="../id">id</a> <a href="../card-holder">card holder</a> slots<br/>White cotton kerchief with coloured stripes at the edges (stripe colour may differ from that in photograph)<br/><br/><strong>Material and Care</strong><br/>Leather<br/>Wipe wallet with clean dry cloth to remove dust<br/>Do not store in sunlight<br/><br/>Size<br/>Wallet dimensions: 11 cm x 9 cm<br/>Handkerchief dimensions: 42 cm x 42 cm</p></li></ul>,26:02:2014,None
None,Cabarelli Men Accessory Gift Set,http://www.myntra.com/Accessory-Gift-Set/CABARELLI/Cabarelli-Men-Accessory-Gift-Set/31185/buy,Rs. 1,350,fashion-sale,Extra 32% Off on 30,CABARELLI,http://myntra.myntassets.com/images/style/properties/7cc3f3708701437a8e83f5cae08d3839_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Accessory-Gift-Set/CABARELLI/Cabarelli-Men-Accessory-Gift-Set/31185/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p><strong>Gift set - Wallet and Handkerchief </strong><br/> Wondering what to give that special someone as a gift?  Your search is over with this classy combination!<br/> Sleek <a href="/cabarelli">cabarelli</a> wallet crafted from pure leather, slim enough to slip inside your jacket or hip pocket without spoiling the silhouette of your ensemble. Adds a quirky yet classy aesthetic into your sartorial choice for the day, when you snap this wallet out. <br/> Comes with a handkerchief<br/> <br/> <strong>Wallet</strong><br/> <strong>Dimensions:</strong> 10.5 cm x 12 cm<br/> <br/> Textured leather upper<br/> Two-fold wallet with a flap<br/> Two main compartments<br/> Three card holders on the left fold and one buttonable coin pouch on the right<br/> One slip pocket on either side of the fold<br/> One vertical zippered pocket at the spine of the wallet (on the inside)<br/> One <a href="/id">id</a> holder and four card holders on the flap<br/> <br/> <strong>Handkerchief</strong><br/> <strong>Dimensions:</strong> 42 cm x 42 cm<br/> <br/> White cotton kerchief with coloured stripes at the edges (stripe colour may differ from that in photograph)<br/> <br/> <strong>Care</strong><br/> Wipe wallet with clean dry cloth to remove dust<br/> Do not store in sunlight</p></li></ul>,26:02:2014,None
None,Cabarelli Unisex Purple Backpack,http://www.myntra.com/Backpacks/CABARELLI/Cabarelli-Unisex-Purple-Backpack/107727/buy,Rs. 1,280,fashion-sale,Extra 32% Off on 30,CABARELLI,http://myntra.myntassets.com/images/style/properties/CABARELLI-Unisex-Purple-Backpack_4774ef162bed39c16bf6273b0486d847_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Backpacks/CABARELLI/Cabarelli-Unisex-Purple-Backpack/107727/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description">Cabarelli backpacks represent the perfect blend of style, practical design and durability. This backpack is crafted to incorporate space to carry all your essentials while you stay hassle free. The padded shoulder straps at the back provide comfort while you carry it on your shoulders.</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text">Purple backpack with two small zipped pockets at front with panelled and metal detailing<br/>A tab with a metal loop at front<br/>3 zipped compartments, one has a laptop sleeve with a buckle closure<br/>A mesh stash pocket at the side with an elasticated mouth<br/>Soft padded shoulder straps that are adjustable<br/>A broad padded and a small haul loop at top<br/>Warranty: 6 months against manufacturing defects<br/></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Nylon<br/>Wipe with a dry cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 39 cm<br/>Width: 37 cm<br/>Depth: 10 cm<br/>Laptop sleeve dimension: 33 cm x 27 cm (13 inch x 10.5 inch)</p></li></ul>,26:02:2014,None
