None,Playboy Men Brown Socks,http://www.myntra.com/Socks/Playboy/Playboy-Men-Brown-Socks/31991/buy,Rs. 135,men-casual-shoes,Casual Shoes,Playboy,http://myntra.myntassets.com/images/style/properties/Playboy-Men-Brown-Socks_56fade7eadc6027c4e5463f6001793a0_images_1080_1440_mini.jpg,None,None,men,http://www.myntra.com/Socks/Playboy/Playboy-Men-Brown-Socks/31991/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Experience all-day comfort, easy stretch and sweat-free feel as you slip into these Playboy socks. Wear them with your formals and semi-formals for a smart and sophisticated look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Brown, above ankle length socks with striped detail at the toe region, elasticated and ribbed cuffs with branding below it on both sides</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Blended<br/>Gentle wash</p></li></ul>,25:02:2014,None
None,Playboy Men Casual Green Casual Shoes,http://www.myntra.com/Casual-Shoes/Playboy/Playboy-Men-Casual-Green-Casual-Shoes/11833/buy,Rs. 1,699,men-casual-shoes,Casual Shoes,Playboy,http://myntra.myntassets.com/images/style/properties/e0d441070affac1d34e6c6f0ef7d3dc5_images_1080_1440_mini.jpg,Rs. 1,999,None,men,http://www.myntra.com/Casual-Shoes/Playboy/Playboy-Men-Casual-Green-Casual-Shoes/11833/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['6', '7', '8', '9', '10', '11'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Playboy's cheeky style remains unmatched and this pair of shoes from the brand is an excellent case in point. We suggest styling this with denims rolled up at the hems and a graphic print tee.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>High top, green printed casual shoes with central lace-ups, lining at the inner, printed beige overlay at the heel collar<br/> Branding at the sides of the upper, has a rubber toe cap<br/> Foxing at the sides with branding on it<br/> Grooves at the flexible rubber sole</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text ">Click <a href="http://www.myntra.com/textile-care">here</a> for the perfect care products for shoes made of textile/fabric<p></p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><br/></li></ul>,25:02:2014,None
None,Playboy Men Brown Socks,http://www.myntra.com/Socks/Playboy/Playboy-Men-Brown-Socks/31986/buy,Rs. 145,men-casual-shoes,Casual Shoes,Playboy,http://myntra.myntassets.com/images/style/properties/20aef359f09a3c673c6b529edfea722b_images_1080_1440_mini.jpg,None,None,men,http://www.myntra.com/Socks/Playboy/Playboy-Men-Brown-Socks/31986/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>It's comfort unparalleled once you slip into these <a href="../socks">socks</a> from <a href="../playboy">playboy</a>. Made of a blended fabric, these brown diamond design socks can be worn both for sporting events and casual days.<br/> <br/> Made of</p></li></ul>,25:02:2014,None
None,Playboy Men Brown Socks,http://www.myntra.com/Socks/Playboy/Playboy-Men-Brown-Socks/31992/buy,Rs. 135,men-casual-shoes,Casual Shoes,Playboy,http://myntra.myntassets.com/images/style/properties/Playboy-Men-Brown-Socks_ae2e19b2c4e24736469599d34d0d66e6_images_1080_1440_mini.jpg,None,None,men,http://www.myntra.com/Socks/Playboy/Playboy-Men-Brown-Socks/31992/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Experience all-day comfort, easy stretch and sweat-free comfort as you slip into these Playboy socks. Wear them with your formals and semi-formals for a smart and sophisticated look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Brown, above ankle length socks with striped detail at the toe region, elasticated and ribbed cuffs with branding below it on both sides</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Blended<br/>Gentle wash</p></li></ul>,25:02:2014,None
None,Playboy Men Blue Checked Trunks UCD 25,http://www.myntra.com/Trunk/Playboy/Playboy-Men-Blue-Checked-Trunks-UCD-25/139519/buy,Rs. 244,men-casual-shoes,Casual Shoes,Playboy,http://myntra.myntassets.com/images/style/properties/Playboy-Men-Blue-Checked-Trunks-UCD-25_b79076886f9b0e5df0ea1469e39a0e3e_images_1080_1440_mini.jpg,None,None,men,http://www.myntra.com/Trunk/Playboy/Playboy-Men-Blue-Checked-Trunks-UCD-25/139519/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['S', 'M', 'L', 'XL'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Playboy is known for its stand-out and quirky designs, and these trunks are the perfect case in point. Designed for superior comfort, they make an ideal innerwear option for the summer.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Article Number: UCD 25<br/> Blue trunks with check patterns and branding all over, elasticated waistband with branding, and double layered front pouch</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>95% cotton, 5% elastane<br/> Machine wash warm</p></li></ul>,25:02:2014,None
None,Playboy Men Casual Grey Casual Shoes,http://www.myntra.com/Casual-Shoes/Playboy/Playboy-Men-Casual-Grey-Casual-Shoes/11839/buy,Rs. 2,399,men-casual-shoes,Casual Shoes,Playboy,http://myntra.myntassets.com/images/style/properties/140bbe32c397a6518d9503695416902d_images_1080_1440_mini.jpg,None,None,men,http://www.myntra.com/Casual-Shoes/Playboy/Playboy-Men-Casual-Grey-Casual-Shoes/11839/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['6', '7', '8', '9', '10', '11'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Playboy's cheeky style remains unmatched and this pair of shoes from the brand is an excellent case in point. We suggest styling this with denims rolled up at the hems and a graphic print tee.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Low top, grey casual shoes with central lace-ups, lining at the inner, matte patterns on the upper<br/> Rubber sole with a shaded colour tone for a rough and tough look<br/> Grooves at the flexible rubber sole</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Click <a href="http://www.myntra.com/textile-care">here</a> for the perfect care products for shoes made of textile/fabric</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p><br/></p></li></ul>,25:02:2014,None
None,Playboy Men Casual Grey Casual Shoes,http://www.myntra.com/Casual-Shoes/Playboy/Playboy-Men-Casual-Grey-Casual-Shoes/11834/buy,Rs. 1,999,men-casual-shoes,Casual Shoes,Playboy,http://myntra.myntassets.com/images/style/properties/d298cd16aceec74aaa0eb875d36f625a_images_1080_1440_mini.jpg,None,None,men,http://www.myntra.com/Casual-Shoes/Playboy/Playboy-Men-Casual-Grey-Casual-Shoes/11834/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['6', '7', '8', '9', '10', '11'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p><br/></p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Style Description</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p><span style="font-style: normal  font-weight;">Make a paste using 1 tbsp of baking soda, 1 tbsp white vinegar and 1 tbsp hot water <br/> Rub this paste onto the canvas and the sole using a brush <br/> Wash off with lukewarm water</span><br/><br/>Click <a href="http://www.myntra.com/textile-care">here</a> for the perfect care products for shoes made of textile/fabric</p><p></p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p><br/></p></li></ul>,25:02:2014,None
None,Playboy Men Casual Beige Casual Shoes,http://www.myntra.com/Casual-Shoes/Playboy/Playboy-Men-Casual-Beige-Casual-Shoes/11842/buy,Rs. 2,299,men-casual-shoes,Casual Shoes,Playboy,http://myntra.myntassets.com/images/style/properties/4de2e2a9440c86bd22c2da1dcafa225b_images_1080_1440_mini.jpg,None,None,men,http://www.myntra.com/Casual-Shoes/Playboy/Playboy-Men-Casual-Beige-Casual-Shoes/11842/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['6', '7', '8', '9', '10', '11'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Playboy's cheeky style remains unmatched and this pair of shoes from the brand is an excellent case in point. We suggest styling this with denims rolled up at the hems and a graphic print tee.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Low top, beige casual shoes with central lace-ups, lining at the inner<br/> Branding at the sides of the upper<br/> Rubber sole with a shaded colour tone for a rough and tough rook<br/> Grooves at the flexible rubber sole</p></li></ul>,25:02:2014,None
None,Playboy Men Blue Shoes,http://www.myntra.com/Casual-Shoes/Playboy/Playboy-Men-Blue-Shoes/32558/buy,Rs. 1,695,men-casual-shoes,Casual Shoes,Playboy,http://myntra.myntassets.com/images/style/properties/6871b23c9dc14245f4104645c954f144_images_1080_1440_mini.jpg,None,None,men,http://www.myntra.com/Casual-Shoes/Playboy/Playboy-Men-Blue-Shoes/32558/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['6', '7', '8', '9', '10', '11'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>If you love those dashing divas in the <a href="../playboy">playboy</a> centrefolds, you'll love the cool, casual range of <a href="../footwear">footwear</a> from this cheeky brand! Suitable for the suitably dashing young man-about-town, wear these to impress the girls, while keeping your feet nice and comfy. We recommend wearing these <a href="../shoes">shoes</a> with a clean-look pair of denims from <a href="../lee">lee</a> and a cool printed tee to leave no doubt about your fashion credibility.<br/> <br/> <strong>Upper </strong><br/> Canvas upper for comfort and durability<br/> Stitch detailing on the sides, front and at the heel<br/> Lace-ups for snug <a href="../Fit">Fit</a> and lace detailing on the sides for style<br/> Removable sockliner to accommodate an orthotic<br/> <br/> <strong>Midsole </strong><br/> Cushioned insole for all day comfort<br/> <br/> <strong>Outsole </strong><br/> Rubber non-marking outsole with thin multi directional grooves and branding for maximum grip and traction<br/> <br/> Wash care<br/> Rub surface with a soft, damp cloth to remove dust<br/> Do not store in direct sunlight</p></li></ul>,25:02:2014,None
None,Playboy Men Red Casual Shoes,http://www.myntra.com/Casual-Shoes/Playboy/Playboy-Men-Red-Casual-Shoes/47243/buy,Rs. 1,271,men-casual-shoes,Casual Shoes,Playboy,http://myntra.myntassets.com/images/style/properties/9d7cbac24415fb409d11206fcfd11ce8_images_1080_1440_mini.jpg,Rs. 1,495,None,men,http://www.myntra.com/Casual-Shoes/Playboy/Playboy-Men-Red-Casual-Shoes/47243/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['6', '7', '8', '9', '10', '11'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p><strong>Style Note</strong><br/>For some serious street cred, try this pair of <a href="../playboy">playboy</a> high-<a href="../tops">tops</a>. With a high collar, these kicks can be worn with rolled-up denims and a tonal tee. Keep your T-shirt monochrome for a balanced look. This versatile pair's collar can be rolled-down for an alternative look!<br/><br/><strong>Product Details</strong><br/>Red and cream check printed upper with high-top styling and a carbon-rubber toe box<br/>Central lace-ups with a fabric tongue and inner<br/>EVA midsole with foxing at the toe region<br/>TPU outsole with bunny shaped lugs all over<br/><br/><strong>Material and Care</strong><br/>Canvas<br/>Wipe with a clean cloth to remove dust</p></li></ul>,25:02:2014,None
None,Playboy Men Beige Socks,http://www.myntra.com/Socks/Playboy/Playboy-Men-Beige-Socks/37654/buy,Rs. 135,men-casual-shoes,Casual Shoes,Playboy,http://myntra.myntassets.com/images/style/properties/7fa7d894d6d67ac4989b5f1a372bf4cc_images_1080_1440_mini.jpg,None,None,men,http://www.myntra.com/Socks/Playboy/Playboy-Men-Beige-Socks/37654/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>It's comfort unparalleled once you slip into these <a href="../socks">socks</a> from <a href="../playboy">playboy</a>. Made of a blended fabric, these cream socks can be worn for casual occasions.<br/> <br/> Made of blended fabric for all-day comfort</p></li></ul>,25:02:2014,None
