None,CAT Unisex Black Concrete Advanced Backpack,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Black-Concrete-Advanced-Backpack/209294/buy,Rs. 3,314,men-bags-backpack,Bags & Backpacks,CAT,http://myntra.myntassets.com/images/style/properties/CAT-Unisex-Black-Concrete-Advanced-Backpack_1f9c9b686b4658a95cd02b08706cbc7e_images_1080_1440_mini.jpg,Rs. 3,899,None,men,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Black-Concrete-Advanced-Backpack/209294/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>CAT backpacks are all about practicality, while never ignoring style. Compact and yet spacious enough to accommodate your essentials, you will definitely want this piece to be part of your bag collection.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Black backpack with grey accents, branding, loops and detachable elasticated strings at the front<br/>Padded haul loop at the top, two padded and adjustable shoulder straps with a brand tag on one, shoulder straps are interconnected with two tabs that have a click clasp<br/>One main zipped compartment with an inner zipped pocket, and a padded laptop sleeve secured by a tab with Velcro closure<br/>A smaller compartment at front with a zipped pocket, a slip pocket and an organiser sleeve, has a tab with key holder, secured by a click clasp<br/>Two tabs with click clasp on the sides, to adjust the size<br/>Padded back<br/>Warranty: 180 days against manufacturing defects only<br/><br/>www.cat.com (c) 2013 Wolverine World Wide. CAT, CATERPILLAR, their respective logos, "Caterpillar Yellow" and "Caterpillar Corporate Yellow", as well as corporate and product identity used herein, are trademarks of Caterpillar and may not be used without permission. Tata International Wolverine Brands Limited, distributor of Cat Footwear, Apparel &amp; Accessories for Wolverine World Wide, SRI Limited &amp; Grown-Up Licenses Ltd.; global licensees of Caterpillar Inc..</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% polyester<br/>Wipe with a clean, damp cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 42.5 cm<br/>Width: 27 cm<br/>Depth: 16 cm<br/>Laptop compartment: 29 cm x 32 cm</p></li></ul>,26:02:2014,None
None,CAT Unisex Grey and Black Backpack,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Grey-and-Black-Backpack/127725/buy,Rs. 2,974,men-bags-backpack,Bags & Backpacks,CAT,http://myntra.myntassets.com/images/style/properties/CAT-Unisex-Grey-and-Black-Backpack_7af8494e6798e2db77e94a1d60257ada_images_1080_1440_mini.jpg,Rs. 3,499,None,men,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Grey-and-Black-Backpack/127725/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This durable bag from CAT will take care of all your  travel needs. With generous inner space, pockets and laptop compartment, this bag is a must-have in your collection.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Grey and black backpack with stitch detail and branding at the front, has stitch detail<br/>Two padded and adjustable shoulder straps that are interconnected with a click clasp closure, has branding<br/>Two main zipped compartments, one has a padded laptop sleeve that is secured with a Velcro closure<br/>A zipped pocket at front with an inner organiser sleeve attached to the lining, side mesh stash pockets with an elasticated mouth<br/>Padded back with a mesh upper<br/>Warranty: 180 days against manufacturing defects only</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Polyester<br/>Wipe with a clean, dry cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 33.5 cm<br/>Width: 44.5 cm<br/>Depth: 19 cm<br/>Fits up to a 15" laptop</p></li></ul>,26:02:2014,None
None,CAT Unisex Blue & Black Brent Backpack,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Blue-&-Black-Brent-Backpack/199364/buy,Rs. 3,144,men-bags-backpack,Bags & Backpacks,CAT,http://myntra.myntassets.com/images/style/properties/CAT-Unisex-Backpacks_de196b7fefef5bc83e6e2aa0955a5a8d_images_1080_1440_mini.jpg,Rs. 3,699,None,men,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Blue-&-Black-Brent-Backpack/199364/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>CAT backpacks are all about practicality, while never ignoring style. Compact and yet spacious enough to accommodate your essentials, you will definitely want this backpack to be part of your bag collection.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Blue and black backpack with branding on the front<br/>One haul loop at the top, has two padded and adjustable shoulder straps with a brand tab on one, has an adjustable and detachable chest strap with a click clasp closure<br/>Two main zipped compartments, one has a padded laptop sleeve with Velcro closure<br/>Two zipped compartments at the front, one has a slip pocket, a zipped pocket, an organiser sleeve and a detachable tab with a metal ring for keys<br/>Mesh, stash pockets with an elasticated mouth and straps at the sides with a click clasp closure<br/>Padded back with mesh detail<br/>Warranty: 180 days against manufacturing defects only<br/><br/>www.cat.com (c) 2013 Wolverine World Wide. CAT, CATERPILLAR, their respective logos, "Caterpillar Yellow" and "Caterpillar Corporate Yellow", as well as corporate and product identity used herein, are trademarks of Caterpillar and may not be used without permission. Tata International Wolverine Brands Limited, distributor of Cat Footwear, Apparel &amp; Accessories for Wolverine World Wide, SRI Limited &amp; Grown-Up Licenses Ltd.; global licensees of Caterpillar Inc..</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% polyester<br/>Wipe with a clean, damp cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 44 cm<br/>Width: 37 cm<br/>Depth: 10 cm<br/><span dir="ltr" id=":287">Laptop compartment can hold  upto 15.6" laptop </span></p></li></ul>,26:02:2014,None
None,CAT Unisex Mustard Yellow Municipal Backpack,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Mustard-Yellow-Municipal-Backpack/199354/buy,Rs. 3,824,men-bags-backpack,Bags & Backpacks,CAT,http://myntra.myntassets.com/images/style/properties/CAT-Unisex-Mustard-Yellow-Municipal-Backpack_fa2540353c719f7e3afdb2992813937e_images_1080_1440_mini.jpg,Rs. 4,499,None,men,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Mustard-Yellow-Municipal-Backpack/199354/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>All about practicality, while never ignoring style, CAT gets it right again with this functional and trendy backpack. Compact and yet spacious enough to accommodate your essentials, you will definitely want this one in your bag collection.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Mustard yellow backpack, has a flap with branding, a zipped pocket and straps with Velcro closures<br/>One haul loop and two padded, adjustable shoulder straps with brand tag and can be connected together by a click clasp<br/>One main compartment with drawstring closure, has an inner zipped pocket<br/>One zipped padded compartment on one side that can accommodate a laptop, and one zipped pocket in the front<br/>Two stash pockets on the sides with Velcro closures and elasticated rims<br/>Padded back<br/>Warranty: 180 days against manufacturing defects only  <br/><br/>www.cat.com (c) 2013 Wolverine World Wide. CAT, CATERPILLAR, their respective logos, "Caterpillar Yellow" and "Caterpillar Corporate Yellow", as well as corporate and product identity used herein, are trademarks of Caterpillar and may not be used without permission. Tata International Wolverine Brands Limited, distributor of Cat Footwear, Apparel &amp; Accessories for Wolverine World Wide, SRI Limited &amp; Grown-Up Licenses Ltd.; global licensees of Caterpillar Inc.</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% polyester<br/>Wipe with a damp cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 59 cm<br/>Width: 46 cm<br/>Depth: 13 cm<br/><span dir="ltr" id=":287">Can hold  upto 15.6" laptop </span></p></li></ul>,26:02:2014,None
None,CAT Unisex Black Check-In Backpack,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Black-Check-In-Backpack/113754/buy,Rs. 2,294,men-bags-backpack,Bags & Backpacks,CAT,http://myntra.myntassets.com/images/style/properties/CAT-Unisex-Backpacks_acff34dfabfecdddd27f586a758491c5_images_1080_1440_mini.jpg,Rs. 2,699,None,men,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Black-Check-In-Backpack/113754/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Durable and fashionable, this backpack has a sturdy construction. With stiff detailing and well padded design, your belongings are sure to be safe in this backpack from CAT.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Black backpack with branding and geometric design in front<br/>One short haul loop and two padded, adjustable shoulder straps<br/>One main zipped compartment with an organiser sleeve<br/>One zipped compartment in front<br/>Two open pockets on the sides<br/>Padded back<br/>Can hold up to 12 Litres<br/>Warranty: 180 days against manufacturing defects only<br/><br/>www.cat.com (c) 2013 Wolverine World Wide. <span class="il">CAT</span>,  CATERPILLAR, their respective logos, "Caterpillar Yellow" and  "Caterpillar Corporate Yellow", as well as corporate and product  identity used herein, are trademarks of Caterpillar and may not be used  without permission. Tata International Wolverine Brands Limited,  distributor of <span class="il">Cat</span> Footwear, Apparel &amp;  Accessories for Wolverine World Wide, SRI Limited &amp; Grown-Up  Licenses Ltd.; global licensees of Caterpillar Inc..</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% polyester<br/>Wipe with a clean, damp cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 33 cm<br/>Width: 44.3 cm<br/>Depth: 13 cm</p></li></ul>,26:02:2014,None
None,CAT Unisex Black Screed Simple Backpack,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Black-Screed-Simple-Backpack/209293/buy,Rs. 2,974,men-bags-backpack,Bags & Backpacks,CAT,http://myntra.myntassets.com/images/style/properties/CAT-Unisex-Black-Screed-Simple-Backpack_c39e98a110fcd88d26c280dfbe80aa3b_images_1080_1440_mini.jpg,Rs. 3,499,None,men,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Black-Screed-Simple-Backpack/209293/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>CAT backpacks are all about practicality, while never ignoring style. Compact and yet spacious enough to accommodate your essentials, you will definitely want this piece to be part of your bag collection.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Black backpack with grey accents, branding, loops and detachable elasticated strings at the front<br/>Padded haul loop at the top, two padded and adjustable shoulder straps with a brand tag on one, shoulder straps are interconnected with two tabs that have a click clasp<br/>One main zipped compartment with an inner zipped pocket<br/>A smaller compartment at front with a zipped pocket, a slip pocket and an organiser sleeve, has a tab with key holder, secured by a click clasp<br/>Mesh stash pockets on the sides, with an elasticated mouth<br/>Padded back<br/>Warranty: 180 days against manufacturing defects only<br/><br/>www.cat.com (c) 2013 Wolverine World Wide. CAT, CATERPILLAR, their respective logos, "Caterpillar Yellow" and "Caterpillar Corporate Yellow", as we</p></li></ul>,26:02:2014,None
None,CAT Unisex Grey & Yellow Concrete Advanced Backpack,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Grey-&-Yellow-Concrete-Advanced-Backpack/209296/buy,Rs. 3,314,men-bags-backpack,Bags & Backpacks,CAT,http://myntra.myntassets.com/images/style/properties/CAT-Unisex-Backpacks_f1a0cc3446c823c309f3cf404203c60d_images_1080_1440_mini.jpg,Rs. 3,899,None,men,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Grey-&-Yellow-Concrete-Advanced-Backpack/209296/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>CAT backpacks are all about practicality, while never ignoring style. Compact and yet spacious enough to accommodate your essentials, you will definitely want this piece to be part of your bag collection.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Grey and yellow, printed backpack with black accents, branding, loops and detachable elasticated strings at the front<br/>Padded haul loop at the top, two padded and adjustable shoulder straps with a brand tag on one, shoulder straps are interconnected with two tabs that have a click clasp<br/>One main zipped compartment with an inner zipped pocket, and a padded laptop sleeve secured by a tab with Velcro closure<br/>A smaller compartment at front with a zipped pocket, a slip pocket and an organiser sleeve, has a tab with key holder, secured by a click clasp<br/>Two tabs with click clasp on the sides, to adjust the size<br/>Padded back<br/>Warranty: 180 days against manufacturing defects only<br/><br/>www.cat.com (c) 2013 Wolverine World Wide. CAT, CATERPILLAR, their respective logos, "Caterpillar Yellow" and "Caterpillar Corporate Yellow", as well as corporate and product identity used herein, are trademarks of Caterpillar and may not be used without permission. Tata International Wolverine Brands Limited, distributor of Cat Footwear, Apparel &amp; Accessories for Wolverine World Wide, SRI Limited &amp; Grown-Up Licenses Ltd.; global licensees of Caterpillar Inc..</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% polyester<br/>Wipe with a clean, damp cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 42.5 cm<br/>Width: 27 cm<br/>Depth: 16 cm<br/>Laptop compartment: 29 cm x 32 cm</p></li></ul>,26:02:2014,None
None,CAT Unisex Grey Check-In Backpack,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Grey-Check-In-Backpack/127733/buy,Rs. 2,974,men-bags-backpack,Bags & Backpacks,CAT,http://myntra.myntassets.com/images/style/properties/CAT-Unisex-Grey-Check-In-Backpack_2fec43e9dfadf2e08eafe944253b844a_images_1080_1440_mini.jpg,Rs. 3,499,None,men,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Grey-Check-In-Backpack/127733/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>All about practicality, while never ignoring style, CAT gets it right again with this functional and trendy backpack. Compact and yet spacious enough to accommodate your essentials, you will definitely want this one in your bag collection. <br/></p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Grey (1680D polyester) backpack with a metallic brand patch in front<br/>One short haul loop and two well padded, adjustable shoulder straps<br/>One main zipped compartment, has a slip pocket, inner zipped pocket, an organiser sleeve and a tab with a lobster clasp attached to hold keys<br/>Halfway zipped compartment<br/>Elasticated stash pockets at the sides<br/>Small zipped compartment in front<br/>Can hold up to 12 Litres <br/>Warranty: 180 days against manufacturing defects only  <br/><br/>www.cat.com (c) 2013 Wolverine World Wide. CAT, CATERPILLAR, their respective logos, "Caterpillar Yellow" and "Caterpillar Corporate Yellow", as well as corporate and product identity used herein, are trademarks of Caterpillar and may not be used without permission. Tata International Wolverine Brands Limited, distributor of Cat Footwear, Apparel &amp; Accessories for Wolverine World Wide, SRI Limited &amp; Grown-Up Licenses Ltd.; global licensees of Caterpillar Inc..</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% Polyester<br/>Clean with a damp cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 45 cm<br/>Width: 32 cm<br/>Depth: 10.5 cm<br/><br/></p></li></ul>,26:02:2014,None
None,CAT Unisex Black Backpack,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Black-Backpack/199362/buy,Rs. 3,994,men-bags-backpack,Bags & Backpacks,CAT,http://myntra.myntassets.com/images/style/properties/CAT-Unisex-Backpacks_2fb803af4049c5e786102500147aa709_images_1080_1440_mini.jpg,Rs. 4,699,None,men,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Black-Backpack/199362/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>All about practicality, while never ignoring style, CAT gets it right again with this functional and trendy backpack. Compact and yet spacious enough to accommodate your essentials, you will definitely want this one in your bag collection.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Black backpack with branding in the front<br/>One padded haul loop and two padded, adjustable shoulder straps with brand tag and can be connected together by a click clasp<br/>Three main zipped compartments, one has circular tool protection airfoam all over and one compartment has a padded sleeve with Velcro closure<br/>One zipped compartment in the front with an organiser sleeve, a mesh pocket, a mobile slot, two pen holders and a tab with a metal ring for keys<br/>Two zipped pockets on the sides<br/>One external pocket at the back secured with Velcro closure<br/>Padded back with mesh panels<br/>Warranty: 180 days against manufacturing defects only  <br/><br/>www.cat.com (c) 2013 Wolverine World Wide. CAT, CATERPILLAR, their respective logos, "Caterpillar Yellow" and "Caterpillar Corporate Yellow", as well as corporate and product identity used herein, are trademarks of Caterpillar and may not be used without permission. Tata International Wolverine Brands Limited, distributor of Cat Footwear, Apparel &amp; Accessories for Wolverine World Wide, SRI Limited &amp; Grown-Up Licenses Ltd.; global licensees of Caterpillar Inc.</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% polyester<br/>Wipe with a damp cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 48 cm<br/>Width: 35 cm<br/>Depth: 7 cm<br/><span dir="ltr" id=":287">Can hold  upto 17" laptop </span></p></li></ul>,26:02:2014,None
None,CAT Unisex Yellow The Project Backpack,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Yellow-The-Project-Backpack/199358/buy,Rs. 1,869,men-bags-backpack,Bags & Backpacks,CAT,http://myntra.myntassets.com/images/style/properties/CAT-Unisex-Yellow-The-Project-Backpack_bd51cccdc5533b2e19529c505a588170_images_1080_1440_mini.jpg,Rs. 2,199,None,men,http://www.myntra.com/Backpacks/CAT/CAT-Unisex-Yellow-The-Project-Backpack/199358/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>All about practicality, while never ignoring style, CAT gets it right again with this functional and trendy backpack. Compact and yet spacious enough to accommodate your essentials, you will definitely want this one in your bag collection.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Yellow backpack with black accents, has branding on front <br/>One short haul loop and two well padded, adjustable shoulder straps with brand tag and connected by a click clasp closured strap<br/>One main zipped compartment with a padded laptop sleeve<br/>One external zipped compartment with a slip pocket, an internal zipped pocket and an organiser sleeve<br/>One external and vertical zipped pocket on front<br/>Two external zipped pockets at sides<br/>Warranty: 180 days against manufacturing defects only  <br/><br/>www.cat.com (c) 2013 Wolverine World Wide. CAT, CATERPILLAR, their respective logos, "Caterpillar Yellow" and "Caterpillar Corporate Yellow", as well as corporate and product identity used herein, are trademarks of Caterpillar and may not be used without permission. Tata International Wolverine Brands Limited, distributor of Cat Footwear, Apparel &amp; Accessories for Wolverine World Wide, SRI Limited &amp; Grown-Up Licenses Ltd.; global licensees of Caterpillar Inc..</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% nylon<br/>Wipe with a damp cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 40 cm<br/>Width: 40 cm<br/>Depth: 20 cm<br/><span dir="ltr" id=":287">Can hold upto 15.6"</span> laptop</p></li></ul>,26:02:2014,None
