http://www.myntra.com/shopping-offer7?nav_id=1092&src=tn,/shopping-offer7,Footwear under Rs. 999,http://www.myntra.com/blue-parrot?src=lnb,Blue Parrot [1]
,http://www.myntra.com/flats/blue-parrot/blue-parrot-women-green-white-sandals/172037/buy
