None,Chumbak Green Rocking Horse Charm Pendant,http://www.myntra.com/Pendant/Chumbak/Chumbak-Green-Rocking-Horse-Charm-Pendant/217688/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Women-Pendant_c24f33292a4a05ecefb7d0f234d19b1c_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Green-Rocking-Horse-Charm-Pendant/217688/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keeping it simple is the season's new trend, and this pendant from Chumbak is the perfect case in point. Accentuate the distinctive shape with a tonal tunic.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Green, rocking horse shaped pendant with steel toned and yellow accents, cut-out and stone studded detail<br/>Has a lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal<br/>Wipe with a cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of the pendant: 3.5 cm</p></li></ul>,25:02:2014,None
None,Chumbak Off-White and Green Scooter Charm Pendant,http://www.myntra.com/Pendant/Chumbak/Chumbak-Off-White-and-Green-Scooter-Charm-Pendant/217684/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Women-Pendant_e90a78d503b6d54e39da54fe6cac83fd_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Off-White-and-Green-Scooter-Charm-Pendant/217684/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keeping it simple is the season's new trend, and this pendant from Chumbak is the perfect case in point. Accentuate the distinctive shape with a tonal tunic.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Off-white and green pendant, shaped like a scooter, with black and steel toned accents<br/>Has a lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal<br/>Wipe with a cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of the pendant: 3.5 cm</p></li></ul>,25:02:2014,None
None,Chumbak Off-White Hen Pendant,http://www.myntra.com/Pendant/Chumbak/Chumbak-Off-White-Hen-Pendant/217682/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Women-Pendant_a708562c30db4faa5ada19eb6c226435_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Off-White-Hen-Pendant/217682/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keeping it simple is the season's new trend, and this pendant from Chumbak is the perfect case in point. Accentuate the distinctive shape with a tonal tunic.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Off-white pendant, shaped like a hen, with red and steel toned accents<br/>Has a lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal<br/>Wipe with a cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of the pendant: 3 cm</p></li></ul>,25:02:2014,None
None,Chumbak Blue and White Slipper Charm Pendant,http://www.myntra.com/Pendant/Chumbak/Chumbak-Blue-and-White-Slipper-Charm-Pendant/217686/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Women-Pendant_508c234ca4fe6dcb59ce736bd44c3074_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Blue-and-White-Slipper-Charm-Pendant/217686/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keeping it simple is the season's new trend, and this pendant from Chumbak is the perfect case in point. Accentuate the distinctive shape with a tonal tunic.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>White and blue, slipper shaped pendant<br/>Has a lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal<br/>Wipe with a cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of the pendant: 4 cm</p></li></ul>,25:02:2014,None
None,Chumbak Steel Toned Cassette Charm Pendant,http://www.myntra.com/Pendant/Chumbak/Chumbak-Steel-Toned-Cassette-Charm-Pendant/217680/buy,Rs. 195,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Women-Pendant_8530c84ed1199643a1c8be0498dae36f_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Steel-Toned-Cassette-Charm-Pendant/217680/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keeping it simple is the season's new trend, and this pendant from Chumbak is the perfect case in point. Accentuate the distinctive shape with a tonal tunic.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Steel toned pendant, shaped like a cassette, black accents and studded detail<br/>Has a lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal<br/>Wipe with a cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of the pendant: 3.7 cm</p></li></ul>,25:02:2014,None
None,Chumbak Steel Toned Pendant with Chain,http://www.myntra.com/Pendant/Chumbak/Chumbak-Steel-Toned-Pendant-with-Chain/217689/buy,Rs. 195,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Women-Pendant_892bb7c3776addaa32bc2aea078949c0_images_1080_1440.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Steel-Toned-Pendant-with-Chain/217689/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keeping it simple is the season's new trend, and this pendant with chain from Chumbak is the perfect case in point. Accentuate the distinctive shape with a tonal tunic.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Steel toned, circular shaped pendant<br/>Comes with a long steel toned chain, secured by an adjustable lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal<br/>Wipe with a cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of the pendant: 2 cm<br/>Length of the chain: 72 cm</p></li></ul>,25:02:2014,None
None,Chumbak Off-White and Red Scooter Charm Pendant,http://www.myntra.com/Pendant/Chumbak/Chumbak-Off-White-and-Red-Scooter-Charm-Pendant/217683/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Women-Pendant_6a1c805f714c1c0593de9bbb9a856512_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Off-White-and-Red-Scooter-Charm-Pendant/217683/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keeping it simple is the season's new trend, and this pendant from Chumbak is the perfect case in point. Accentuate the distinctive shape with a tonal tunic.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Off-white and red pendant, shaped like a scooter, with black and steel toned accents<br/>Has a lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal<br/>Wipe with a cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of the pendant: 3.5 cm</p></li></ul>,25:02:2014,None
None,Chumbak Unisex Steel Toned Charm Bracelet,http://www.myntra.com/Bracelet/Chumbak/Chumbak-Unisex-Steel-Toned-Charm-Bracelet/217655/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Women-Bracelet_d56412129cf0c3d9c1ac6a316d3966ef_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Bracelet/Chumbak/Chumbak-Unisex-Steel-Toned-Charm-Bracelet/217655/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Stories are meant to last forever. This bracelet from Chumbak allows you to express yourself as it allows you to dangle charms from it. After all, it's the little things that count.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Steel toned bracelet, has inter-looped links and is secured with an adjustable lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Nickel free rhodium alloy<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 21 cm</p></li></ul>,25:02:2014,None
None,Chumbak White Sheep Charm Pendant,http://www.myntra.com/Pendant/Chumbak/Chumbak-White-Sheep-Charm-Pendant/217685/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Women-Pendant_0ad61e1f7798e7b789d11c9e72e2c5b0_images_1080_1440.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-White-Sheep-Charm-Pendant/217685/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keeping it simple is the season's new trend, and this pendant from Chumbak is the perfect case in point. Accentuate the distinctive shape with a tonal tunic.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>White pendant, shaped like a sheep, with black accents<br/>Has a lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal<br/>Wipe with a cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of the pendant: 3.2 cm</p></li></ul>,25:02:2014,None
None,Chumbak Steel Toned and Red Hammer Charm Pendant,http://www.myntra.com/Pendant/Chumbak/Chumbak-Steel-Toned-and-Red-Hammer-Charm-Pendant/217681/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Women-Pendant_7cd00ff841290322bb72f80891aee949_images_1080_1440.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Steel-Toned-and-Red-Hammer-Charm-Pendant/217681/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keeping it simple is the season's new trend, and this pendant from Chumbak is the perfect case in point. Accentuate the distinctive shape with a tonal tunic.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Steel toned and red pendant, shaped like a hammer<br/>Has a lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal<br/>Wipe with a cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of the pendant: 4 cm</p></li></ul>,25:02:2014,None
None,Chumbak Pink Slipper Charm Pendant,http://www.myntra.com/Pendant/Chumbak/Chumbak-Pink-Slipper-Charm-Pendant/217687/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Women-Pendant_c61c69c85149d2c4caa9a8c2aee6397a_images_1080_1440.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Pink-Slipper-Charm-Pendant/217687/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keeping it simple is the season's new trend, and this pendant from Chumbak is the perfect case in point. Accentuate the distinctive shape with a tonal tunic.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Pink, slipper shaped pendant with multi-coloured accents<br/>Has a lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal<br/>Wipe with a cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of the pendant: 4 cm</p></li></ul>,25:02:2014,None
None,Chumbak Yellow & Green Unisex Nimbu Mirch Charm,http://www.myntra.com/Pendant/Chumbak/Chumbak-Yellow-&-Green-Unisex-Nimbu-Mirch-Charm/217659/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Yellow-&-Green-Unisex-Nimbu-Mirch-Charm_dcb2f56186063338bf871e9e744ad4fe_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Yellow-&-Green-Unisex-Nimbu-Mirch-Charm/217659/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Stories are meant to last forever. The new Chumbak range of charms is more than neck or wrist candy. Slip a few around your neck, or dangle a whole bunch off your silver charm bracelet. After all, it's the little things that count.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Yellow and green charm, designed in the form of lemon and chillies, has a brand tag and is secured with a lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Nickel free rhodium alloy<br/>Wipe with a clean cotton swab when needed</p></li></ul>,25:02:2014,None
None,Chumbak Unisex Black & Red Bobby Charm,http://www.myntra.com/Pendant/Chumbak/Chumbak-Unisex-Black-&-Red-Bobby-Charm/217662/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Unisex-Black-&-Red-Bobby-Charm_bb5e62e7684037415ef00ca6d34fd36c_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Unisex-Black-&-Red-Bobby-Charm/217662/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Charms are meant to last forever. The new Chumbak range of charms is more than neck or wrist candy. Slip a few around your neck, or dangle a whole bunch off your silver charm bracelet. After all, it's the little things that count.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Black and red charm, designed in the shape of an Indian man's head, has a brand tag and is secured with a lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Nickel free rhodium alloy<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 2.7 cm</p></li></ul>,25:02:2014,None
None,Chumbak White Unisex Animal Shaped Charm,http://www.myntra.com/Pendant/Chumbak/Chumbak-White-Unisex-Animal-Shaped-Charm/217660/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-White-Unisex-Moo-Cow-Charm_cecdd1d484e1b5abe3ab2e92b273ddf5_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-White-Unisex-Animal-Shaped-Charm/217660/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Stories are meant to last forever. The new Chumbak range of charms is more than neck or wrist candy. Slip a few around your neck, or dangle a whole bunch off your silver charm bracelet. After all, it's the little things that count.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Animal shaped white charm, has a brand tag and is secured with a lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Nickel free rhodium alloy<br/>Wipe with a clean cotton swab when needed</p></li></ul>,25:02:2014,None
None,Chumbak Unisex Pink Whistle Charm,http://www.myntra.com/Pendant/Chumbak/Chumbak-Unisex-Pink-Whistle-Charm/217678/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Unisex-Pink-Whistle-Charm_066e605a874e6b1d854a752328f77838_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Unisex-Pink-Whistle-Charm/217678/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Boasting of unique and quirky designs, this dangling charm from Chumbak will lend a bit of fun and frolic to your look. You could clip it on to your bag, phone or wallets to add that extra edge.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Pink charm that is shaped like a whistle, secured with a lobster clasp at one end</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Nickel free rhodium alloy<br/> Wipe with a clean, dry cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 3 cm</p></li></ul>,25:02:2014,None
None,Chumbak Yellow & Blue Unisex Lantern Charm,http://www.myntra.com/Pendant/Chumbak/Chumbak-Yellow-&-Blue-Unisex-Lantern-Charm/217658/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Yellow-&-Blue-Unisex-Lantern-Charm_17636e9049a521ca1790a05e26f02d8a_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Yellow-&-Blue-Unisex-Lantern-Charm/217658/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Stories are meant to last forever. The new Chumbak range of charms is more than neck or wrist candy. Slip a few around your neck, or dangle a whole bunch off your silver charm bracelet. After all, it's the little things that count.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Yellow and blue charm, designed in the form of a lantern, has a brand tag and is secured with a lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Nickel free rhodium alloy<br/>Wipe with a clean cotton swab when needed</p></li></ul>,25:02:2014,None
None,Chumbak Unisex Silver Toned Whistle Charm,http://www.myntra.com/Pendant/Chumbak/Chumbak-Unisex-Silver-Toned-Whistle-Charm/217679/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Unisex-Silver-Toned-Whistle-Charm_066e605a874e6b1d854a752328f77838_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Unisex-Silver-Toned-Whistle-Charm/217679/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Boasting of unique and quirky designs, this dangling charm from Chumbak will lend a bit of fun and frolic to your look. You could clip it on to your bag, phone or wallets to add that extra edge.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver toned charm that is shaped like a whistle, secured with a lobster clasp at one end</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Nickel free rhodium alloy<br/> Wipe with a clean, dry cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 3 cm</p></li></ul>,25:02:2014,None
None,Chumbak Yellow Unisex PCO Charm,http://www.myntra.com/Pendant/Chumbak/Chumbak-Yellow-Unisex-PCO-Charm/217656/buy,Rs. 395,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Yellow-Unisex-PCO-Charm_24fe67f5e1a44ff5e3482b12319e6a19_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Yellow-Unisex-PCO-Charm/217656/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Stories are meant to last forever. The new Chumbak range of charms is more than neck or wrist candy. Slip a few around your neck, or dangle a whole bunch off your silver charm bracelet. After all, it's the little things that count.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Yellow charm, designed in the form of an Indian PCO, has a brand tag and is secured with a lobster clasp</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Nickel free rhodium alloy<br/>Wipe with a clean cotton swab when needed</p></li></ul>,25:02:2014,None
None,Chumbak Unisex Red Headphones Charm,http://www.myntra.com/Pendant/Chumbak/Chumbak-Unisex-Red-Headphones-Charm/217671/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Unisex-Red-Headphones-Charm_6852125c8c480ea4f933de71deae6955_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Unisex-Red-Headphones-Charm/217671/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Boasting of unique and quirky designs, this dangling charm from Chumbak will lend a bit of fun and frolic to your look. You could clip it on to your bag, phone or wallets to add that extra edge.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Red charm that is shaped like headphones, secured with a lobster clasp at one end</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Nickel free rhodium alloy<br/> Wipe with a clean, dry cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 3 cm</p></li></ul>,25:02:2014,None
None,Chumbak Unisex Pink Underwear Charm,http://www.myntra.com/Pendant/Chumbak/Chumbak-Unisex-Pink-Underwear-Charm/217674/buy,Rs. 295,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Unisex-Pink-Underwear-Charm_028724acc52be77caa8c4c9e51ce97b9_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Unisex-Pink-Underwear-Charm/217674/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Boasting of unique and quirky designs, this dangling charm from Chumbak will lend a bit of fun and frolic to your look. You could clip it on to your bag, phone or wallets to add that extra edge.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Pink charm that is shaped like an Underwear, secured with a lobster clasp at one end</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Nickel free rhodium alloy<br/> Wipe with a clean, dry cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 3 cm</p></li></ul>,25:02:2014,None
None,Chumbak Unisex Green & Pink Kite Charm,http://www.myntra.com/Pendant/Chumbak/Chumbak-Unisex-Green-&-Pink-Kite-Charm/217677/buy,Rs. 195,women-jewellery,Jewellery,Chumbak,http://myntra.myntassets.com/images/style/properties/Chumbak-Unisex-Green-&-Pink-Kite-Charm_146f93bf43cd55f1935ffa6019fd3124_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Pendant/Chumbak/Chumbak-Unisex-Green-&-Pink-Kite-Charm/217677/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Boasting of unique and quirky designs, this dangling charm from Chumbak will lend a bit of fun and frolic to your look. You could clip it on to your bag, phone or wallets to add that extra edge.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Pink and green charm that is shaped like a kite, secured with a lobster clasp at one end</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Nickel free rhodium alloy<br/> Wipe with a clean, dry cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 3 cm</p></li></ul>,25:02:2014,None
