None,Rockport Women Casual Black Sandal,http://www.myntra.com/Heels/Rockport/Rockport-Women-Casual-Black-Sandal/17490/buy,Rs. 2,499,women-sandals,Sandals,Rockport,http://myntra.myntassets.com/images/style/properties/f1b4a0e8e878b8ff2b30c14d1388bc7b_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Heels/Rockport/Rockport-Women-Casual-Black-Sandal/17490/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['3', '4', '5', '6', '7'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Crafted for the woman who never compromises on style and comfort, the Jeanie One Band sandal from <a href="../rockport">rockport</a> makes for a fab addition to your wardrobe. With a sleek design and simple silhouette it works great with all kinds of <a href="../clothing">clothing</a>.<br/> <br/> <span style="font-style: normal  font-weight;">Upper<br/> </span><span style="font-style: normal  font-weight;">Soft leather midfoot strap with brand logo embossed on top<br/> Pull loop on the strap for easy on/off<br/> Ergonomically padded suede footbed for exemplary comfort<br/> <br/> </span><span style="font-style: normal  font-weight;">Outsole<br/> </span><span style="font-style: normal  font-weight;">TPU outsole with brand logo styled grooves on the forefoot and horizontal grooves on the mildly raised heel for absolute grip and traction<br/> <br/> </span><span style="font-style: normal  font-weight;">Sandal care<br/> </span><span style="font-style: normal  font-weight;">Wipe surface with a clean, dry cloth to remove dust<br/> Use a suede brush to clean the footbed<br/> Do not store in direct sunlight<br/> </span></p></li></ul>,25:02:2014,None
None,Rockport Women Jeanie Oneband Brown Sandals,http://www.myntra.com/Heels/Rockport/Rockport-Women-Jeanie-Oneband-Brown-Sandals/15526/buy,Rs. 2,499,women-sandals,Sandals,Rockport,http://myntra.myntassets.com/images/style/properties/206ca2bfdecb0cefc8785c43697feda1_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Heels/Rockport/Rockport-Women-Jeanie-Oneband-Brown-Sandals/15526/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['3', '4', '5', '6'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p></p><p style="text-align: justify;">Crafted for the woman who never compromises on style and comfort, the Jeanie One Band sandal from <a href="../rockport">rockport</a> makes for a fab addition to your wardrobe. With a sleek design and simple silhouette it works great with all kinds of <a href="../clothing">clothing</a>.<br/><br/><strong>Upper</strong><br/>Soft leather midfoot strap with brand logo embossed on top<br/>Pull loop on the strap for easy on/off<br/>Ergonomically padded suede footbed for exemplary comfort<br/><br/><strong>Outsole</strong><br/>TPU outsole with brand logo styled grooves on the forefoot and horizontal grooves on the mildly raised heel for absolute grip and traction<br/><br/><strong>Sandal care</strong><br/>Wipe surface with a clean, dry cloth to remove dust<br/>Use a suede brush to clean the footbed<br/>Do not store in direct sunlight</p></li></ul>,25:02:2014,None
None,Rockport Women Jeanie Thong Perf Black Sandals,http://www.myntra.com/Heels/Rockport/Rockport-Women-Jeanie-Thong-Perf-Black-Sandals/15525/buy,Rs. 2,499,women-sandals,Sandals,Rockport,http://myntra.myntassets.com/images/style/properties/a630176198009769abdf1b387380f066_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Heels/Rockport/Rockport-Women-Jeanie-Thong-Perf-Black-Sandals/15525/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['3', '4', '5', '6', '7'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p></p><p style="text-align: justify;">Crafted for the woman who never compromises on style and comfort, the Jeanie Thong Perf flip flop from <a href="../rockport">rockport</a> makes for a fab addition to your wardrobe. With a sleek design and simple silhouette it works great with all kinds of <a href="../clothing">clothing</a>.<br/><br/><strong>Upper</strong><br/>Soft leather strap in a thong style, with diamond-shaped perforations and has a toe separator<br/>Padded suede footbed for exemplary comfort<br/><br/><strong>Outsole</strong><br/>TPU outsole with brand logo styled grooves on the forefoot and horizontal grooves on the mildly raised heel for absolute grip and traction<br/><br/><strong>Slipper care</strong><br/>Wipe surface with a clean, dry cloth to remove dust<br/>Use a suede brush to clean the footbed<br/>Do not store in direct sunlight</p></li></ul>,25:02:2014,None
None,Rockport Women Casual Off White Sandal,http://www.myntra.com/Heels/Rockport/Rockport-Women-Casual-Off-White-Sandal/17489/buy,Rs. 2,499,women-sandals,Sandals,Rockport,http://myntra.myntassets.com/images/style/properties/65f9add8a8d0f55c553fa64a55dc8000_images_1080_1440_mini.jpg,None,None,women,http://www.myntra.com/Heels/Rockport/Rockport-Women-Casual-Off-White-Sandal/17489/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['3', '4', '5', '6'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Crafted for the woman who never compromises on style and comfort, the Jeanie One Band sandal from <a href="../rockport">rockport</a> makes for a fab addition to your wardrobe. With a sleek design and simple silhouette, it works great with all kinds of <a href="../clothing">clothing</a>.<br/> <br/> <span style="font-style: normal  font-weight;">Upper<br/> </span><span style="font-style: normal  font-weight;">Soft leather midfoot strap with brand logo embossed on top<br/> Pull loop on the strap for easy on/off<br/> Ergonomically padded suede footbed for exemplary comfort<br/> <br/> </span><span style="font-style: normal  font-weight;">Outsole<br/> </span><span style="font-style: normal  font-weight;">TPU outsole with brand logo styled grooves on the forefoot and horizontal grooves on the mildly raised heel for absolute grip and traction<br/> <br/> </span><span style="font-style: normal  font-weight;">Sandal care<br/> </span><span style="font-style: normal  font-weight;">Wipe surface with a clean, dry cloth to remove dust<br/> Use a suede brush to clean the footbed<br/> Do not store in direct sunlight<br/> </span></p></li></ul>,25:02:2014,None
