None,ETC Men Beige Cable Weave Skull Cap,http://www.myntra.com/Caps/ETC/ETC-Men-Beige-Cable-Weave-Skull-Cap/186124/buy,Rs. 174,sale-men-accessories,Accessories,ETC,http://myntra.myntassets.com/images/style/properties/ETC-Men-Beige-Cable-Weave-Skull-Cap_d4357ff48b8a50cce0a186d9acc23ce4_images_1080_1440_mini.jpg,Rs. 249,None,sale,http://www.myntra.com/Caps/ETC/ETC-Men-Beige-Cable-Weave-Skull-Cap/186124/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This skull cap from ETC will add a hint of subtleness and class to any outfit and will definitely give you a polished look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Beige cable weave skull cap with fold over detail, knitted pattern all over</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% acrylic<br/>Machine wash in cold water</p></li></ul>,26:02:2014,None
None,ETC Unisex Olive Green Travel Utility Sling Bag,http://www.myntra.com/Travel-Accessory/ETC/ETC-Unisex-Olive-Green-Travel-Utility-Sling-Bag/139655/buy,Rs. 244,sale-men-accessories,Accessories,ETC,http://myntra.myntassets.com/images/style/properties/ETC-Men-Handbags_4619828044b03588bbb3764e890128c4_images_1080_1440_mini.jpg,Rs. 349,None,sale,http://www.myntra.com/Travel-Accessory/ETC/ETC-Unisex-Olive-Green-Travel-Utility-Sling-Bag/139655/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This travel sling bag from ETC is a sexy sling bag for everyday items and light fun. Compact and ample interior spacing make this a very handy accessory to have.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Olive green, two fold sling bag with branding on the upper and a click-clasp closure<br/>One long detachable, adjustable shoulder strap<br/>The top fold has a zipped pocket, the centre has a mesh zipped pocket, a zipped pocket and five slots at the bottom fold<br/>Warranty: 3 months against manufacturing defects</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Synthetic<br/>Wipe with a clean dry cloth</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 20 cm<br/> Width: 30 cm</p></li></ul>,26:02:2014,None
None,ETC Men Black & White Muffler,http://www.myntra.com/Mufflers/ETC/ETC-Men-Black-&-White-Muffler/186120/buy,Rs. 349,sale-men-accessories,Accessories,ETC,http://myntra.myntassets.com/images/style/properties/ETC-Men-Mufflers_f30cf51d162b2c4319439f2d6398647b_images_1080_1440_mini.jpg,Rs. 499,None,sale,http://www.myntra.com/Mufflers/ETC/ETC-Men-Black-&-White-Muffler/186120/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Add a chic touch to your winter ensemble with this warm ETC muffler. High on both style and comfort, this piece will quickly become you favourite. Wear it with a smart blazer and boots combo for a suave look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Black and white muffler in a patterned knit</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% acrylic<br/>Hand wash cold</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 180 cm<br/>Width: 32 cm</p></li></ul>,26:02:2014,None
None,ETC Men Black Cable Weave Skull Cap,http://www.myntra.com/Caps/ETC/ETC-Men-Black-Cable-Weave-Skull-Cap/186125/buy,Rs. 174,sale-men-accessories,Accessories,ETC,http://myntra.myntassets.com/images/style/properties/ETC-Men-Black-Cable-Weave-Skull-Cap_d77b87be17375e32155a09831e5fda1a_images_1080_1440_mini.jpg,Rs. 249,None,sale,http://www.myntra.com/Caps/ETC/ETC-Men-Black-Cable-Weave-Skull-Cap/186125/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Look stylish this winter with ETC's cable knit cap. Pair it with distressed denims and a leather jacket for an effortlessly stylish look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Black cable weave skull cap with fold over detail, knitted pattern all over</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% acrylic<br/>Machine wash in cold water</p></li></ul>,26:02:2014,None
None,ETC Men Grey & Black Herringbone Muffler,http://www.myntra.com/Mufflers/ETC/ETC-Men-Grey-&-Black-Herringbone-Muffler/186119/buy,Rs. 489,sale-men-accessories,Accessories,ETC,http://myntra.myntassets.com/images/style/properties/ETC-Men-Grey-&-Black-Herringbone-Muffler_e9db6d55a43004a6a2ef72e508476996_images_1080_1440_mini.jpg,Rs. 699,None,sale,http://www.myntra.com/Mufflers/ETC/ETC-Men-Grey-&-Black-Herringbone-Muffler/186119/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Add a chic touch to your winter ensemble with this warm ETC muffler. High on both style and comfort, this piece will quickly become you favourite. Wear it with a smart blazer and boots combo for a suave look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Grey and black, striped muffler in a herringbone patterned weave, tassels at ends</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% acylic<br/>Hand wash cold</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 180 cm<br/>Width: 32 cm</p></li></ul>,26:02:2014,None
None,ETC Men Black and Grey Striper Skull Cap,http://www.myntra.com/Caps/ETC/ETC-Men-Black-and-Grey-Striper-Skull-Cap/186126/buy,Rs. 174,sale-men-accessories,Accessories,ETC,http://myntra.myntassets.com/images/style/properties/ETC-Black-and-Grey-Striper-Skull-Cap_96c1a471cbd2aacfe020324a78e61577_images_1080_1440_mini.jpg,Rs. 249,None,sale,http://www.myntra.com/Caps/ETC/ETC-Men-Black-and-Grey-Striper-Skull-Cap/186126/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Beat the cold this season with this uber cool versatile skull cap from ETC. This will look nice with almost anything in your wardrobe.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Grey and black knitted, striped skull cap, ribbed hem</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% acrylic<br/>Machine wash in cold water</p></li></ul>,26:02:2014,None
None,ETC Men Navy and Black Skull Cap,http://www.myntra.com/Caps/ETC/ETC-Men-Navy-and-Black-Skull-Cap/186127/buy,Rs. 174,sale-men-accessories,Accessories,ETC,http://myntra.myntassets.com/images/style/properties/ETC-MenNavy-and-Black-Skull-Cap_e2d532013cf69efd98ed6debc37012cd_images_1080_1440_mini.jpg,Rs. 249,None,sale,http://www.myntra.com/Caps/ETC/ETC-Men-Navy-and-Black-Skull-Cap/186127/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keep the chill away with this stylish knitted skull cap from ETC. Pair it with your favourite sweater for a cute look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Blue knitted skull cap, blue with black stripes on the front side, rolled up hem</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% acrylic<br/>Machine wash in cold water</p></li></ul>,26:02:2014,None
None,ETC Men Grey and Black Skull Cap,http://www.myntra.com/Caps/ETC/ETC-Men-Grey-and-Black-Skull-Cap/186123/buy,Rs. 244,sale-men-accessories,Accessories,ETC,http://myntra.myntassets.com/images/style/properties/ETC-Grey-and-black-skull-cap_791898f26f2c96adb433c1d02abcc741_images_1080_1440_mini.jpg,Rs. 349,None,sale,http://www.myntra.com/Caps/ETC/ETC-Men-Grey-and-Black-Skull-Cap/186123/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This skull cap from ETC will make you feel cozy and stylish at the same time. Gear up for some lovely compliments.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Grey knitted skull cap with folder over detail, grey with black stripes on the hem</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% acrylic<br/>Machine wash in cold water</p></li></ul>,26:02:2014,None
None,ETC Men Black and Grey Pattern Skull Cap,http://www.myntra.com/Caps/ETC/ETC-Men-Black-and-Grey-Pattern-Skull-Cap/186129/buy,Rs. 314,sale-men-accessories,Accessories,ETC,http://myntra.myntassets.com/images/style/properties/ETC-Men-Black-and-Grey-pattern-skull-cap_3728804605e0836b0f17644f667a846c_images_1080_1440.jpg,Rs. 449,None,sale,http://www.myntra.com/Caps/ETC/ETC-Men-Black-and-Grey-Pattern-Skull-Cap/186129/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This beanie from ETC incorporates perfect fall colours, a must-have piece. We recommend pairing it with dark blue jeans and a leather jacket.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Grey knitted skull cap with fold over detail, grey with red and black stripes all over</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>100% acrylic<br/>Machine wash in cold water</p></li></ul>,26:02:2014,None
None,ETC Men Black Leather Wallet,http://www.myntra.com/Wallets/ETC/ETC-Men-Black-Leather-Wallet/162447/buy,Rs. 489,sale-men-accessories,Accessories,ETC,http://myntra.myntassets.com/images/style/properties/ETC-Men-Wallets_1346eb8f3f4f9d51b3d1744e5ab31829_images_1080_1440_mini.jpg,Rs. 699,None,sale,http://www.myntra.com/Wallets/ETC/ETC-Men-Black-Leather-Wallet/162447/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This leather wallet from ETC with multiple card holders ensures that all your monetary essentials are in order and you stay organised wherever you go. The sleek design makes it easy to slip it into your pockets.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Black, two fold wallet, has a textured upper with a strap detail<br/> Two main compartments<br/> The left fold has a slip pocket and four card holders<br/> The right fold has a slip pocket and a coin pocket with press button closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Genuine leather<br/> Wipe with a clean, dry cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 9 cm<br/> Width: 11 cm</p></li></ul>,26:02:2014,None
None,ETC Men Black Leather Wallet,http://www.myntra.com/Wallets/ETC/ETC-Men-Black-Leather-Wallet/162449/buy,Rs. 489,sale-men-accessories,Accessories,ETC,http://myntra.myntassets.com/images/style/properties/ETC-Men-Wallets_e018459a35c9b9757f2365ee6daa54c0_images_1080_1440.jpg,Rs. 699,None,sale,http://www.myntra.com/Wallets/ETC/ETC-Men-Black-Leather-Wallet/162449/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This leather wallet from ETC with multiple card holders ensures that all your monetary essentials are in order and you stay organised wherever you go. The sleek design makes it easy to slip it into your pockets.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Black, two fold wallet, has a textured upper with a strap detail<br/> Two main compartments<br/> The left fold has a slip pocket and four card holders<br/> The right fold has a slip pocket and a coin pocket with press button closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Genuine leather<br/> Wipe with a clean, dry cloth when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Height: 9 cm<br/> Width: 11 cm</p></li></ul>,26:02:2014,None
